response	HALLMARK_ADIPOGENESIS_KURTOSIS	HALLMARK_ADIPOGENESIS_MEDIAN	HALLMARK_ADIPOGENESIS_VARIANCE	HALLMARK_ALLOGRAFT_REJECTION_KURTOSIS	HALLMARK_ALLOGRAFT_REJECTION_MEDIAN	HALLMARK_ALLOGRAFT_REJECTION_VARIANCE	HALLMARK_ANDROGEN_RESPONSE_KURTOSIS	HALLMARK_ANDROGEN_RESPONSE_MEDIAN	HALLMARK_ANDROGEN_RESPONSE_VARIANCE	HALLMARK_ANGIOGENESIS_KURTOSIS	HALLMARK_ANGIOGENESIS_MEDIAN	HALLMARK_ANGIOGENESIS_VARIANCE	HALLMARK_APICAL_JUNCTION_KURTOSIS	HALLMARK_APICAL_JUNCTION_MEDIAN	HALLMARK_APICAL_JUNCTION_VARIANCE	HALLMARK_APICAL_SURFACE_KURTOSIS	HALLMARK_APICAL_SURFACE_MEDIAN	HALLMARK_APICAL_SURFACE_VARIANCE	HALLMARK_APOPTOSIS_KURTOSIS	HALLMARK_APOPTOSIS_MEDIAN	HALLMARK_APOPTOSIS_VARIANCE	HALLMARK_BILE_ACID_METABOLISM_KURTOSIS	HALLMARK_BILE_ACID_METABOLISM_MEDIAN	HALLMARK_BILE_ACID_METABOLISM_VARIANCE	HALLMARK_CHOLESTEROL_HOMEOSTASIS_KURTOSIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS_MEDIAN	HALLMARK_CHOLESTEROL_HOMEOSTASIS_VARIANCE	HALLMARK_COAGULATION_KURTOSIS	HALLMARK_COAGULATION_MEDIAN	HALLMARK_COAGULATION_VARIANCE	HALLMARK_COMPLEMENT_KURTOSIS	HALLMARK_COMPLEMENT_MEDIAN	HALLMARK_COMPLEMENT_VARIANCE	HALLMARK_DNA_REPAIR_KURTOSIS	HALLMARK_DNA_REPAIR_MEDIAN	HALLMARK_DNA_REPAIR_VARIANCE	HALLMARK_E2F_TARGETS_KURTOSIS	HALLMARK_E2F_TARGETS_MEDIAN	HALLMARK_E2F_TARGETS_VARIANCE	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION_KURTOSIS	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION_MEDIAN	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION_VARIANCE	HALLMARK_ESTROGEN_RESPONSE_EARLY_KURTOSIS	HALLMARK_ESTROGEN_RESPONSE_EARLY_MEDIAN	HALLMARK_ESTROGEN_RESPONSE_EARLY_VARIANCE	HALLMARK_ESTROGEN_RESPONSE_LATE_KURTOSIS	HALLMARK_ESTROGEN_RESPONSE_LATE_MEDIAN	HALLMARK_ESTROGEN_RESPONSE_LATE_VARIANCE	HALLMARK_FATTY_ACID_METABOLISM_KURTOSIS	HALLMARK_FATTY_ACID_METABOLISM_MEDIAN	HALLMARK_FATTY_ACID_METABOLISM_VARIANCE	HALLMARK_G2M_CHECKPOINT_KURTOSIS	HALLMARK_G2M_CHECKPOINT_MEDIAN	HALLMARK_G2M_CHECKPOINT_VARIANCE	HALLMARK_GLYCOLYSIS_KURTOSIS	HALLMARK_GLYCOLYSIS_MEDIAN	HALLMARK_GLYCOLYSIS_VARIANCE	HALLMARK_HEDGEHOG_SIGNALING_KURTOSIS	HALLMARK_HEDGEHOG_SIGNALING_MEDIAN	HALLMARK_HEDGEHOG_SIGNALING_VARIANCE	HALLMARK_HEME_METABOLISM_KURTOSIS	HALLMARK_HEME_METABOLISM_MEDIAN	HALLMARK_HEME_METABOLISM_VARIANCE	HALLMARK_HYPOXIA_KURTOSIS	HALLMARK_HYPOXIA_MEDIAN	HALLMARK_HYPOXIA_VARIANCE	HALLMARK_IL2_STAT5_SIGNALING_KURTOSIS	HALLMARK_IL2_STAT5_SIGNALING_MEDIAN	HALLMARK_IL2_STAT5_SIGNALING_VARIANCE	HALLMARK_IL6_JAK_STAT3_SIGNALING_KURTOSIS	HALLMARK_IL6_JAK_STAT3_SIGNALING_MEDIAN	HALLMARK_IL6_JAK_STAT3_SIGNALING_VARIANCE	HALLMARK_INFLAMMATORY_RESPONSE_KURTOSIS	HALLMARK_INFLAMMATORY_RESPONSE_MEDIAN	HALLMARK_INFLAMMATORY_RESPONSE_VARIANCE	HALLMARK_INTERFERON_ALPHA_RESPONSE_KURTOSIS	HALLMARK_INTERFERON_ALPHA_RESPONSE_MEDIAN	HALLMARK_INTERFERON_ALPHA_RESPONSE_VARIANCE	HALLMARK_INTERFERON_GAMMA_RESPONSE_KURTOSIS	HALLMARK_INTERFERON_GAMMA_RESPONSE_MEDIAN	HALLMARK_INTERFERON_GAMMA_RESPONSE_VARIANCE	HALLMARK_KRAS_SIGNALING_DN_KURTOSIS	HALLMARK_KRAS_SIGNALING_DN_MEDIAN	HALLMARK_KRAS_SIGNALING_DN_VARIANCE	HALLMARK_KRAS_SIGNALING_UP_KURTOSIS	HALLMARK_KRAS_SIGNALING_UP_MEDIAN	HALLMARK_KRAS_SIGNALING_UP_VARIANCE	HALLMARK_MITOTIC_SPINDLE_KURTOSIS	HALLMARK_MITOTIC_SPINDLE_MEDIAN	HALLMARK_MITOTIC_SPINDLE_VARIANCE	HALLMARK_MTORC1_SIGNALING_KURTOSIS	HALLMARK_MTORC1_SIGNALING_MEDIAN	HALLMARK_MTORC1_SIGNALING_VARIANCE	HALLMARK_MYOGENESIS_KURTOSIS	HALLMARK_MYOGENESIS_MEDIAN	HALLMARK_MYOGENESIS_VARIANCE	HALLMARK_NOTCH_SIGNALING_KURTOSIS	HALLMARK_NOTCH_SIGNALING_MEDIAN	HALLMARK_NOTCH_SIGNALING_VARIANCE	HALLMARK_OXIDATIVE_PHOSPHORYLATION_KURTOSIS	HALLMARK_OXIDATIVE_PHOSPHORYLATION_MEDIAN	HALLMARK_OXIDATIVE_PHOSPHORYLATION_VARIANCE	HALLMARK_P53_PATHWAY_KURTOSIS	HALLMARK_P53_PATHWAY_MEDIAN	HALLMARK_P53_PATHWAY_VARIANCE	HALLMARK_PANCREAS_BETA_CELLS_KURTOSIS	HALLMARK_PANCREAS_BETA_CELLS_MEDIAN	HALLMARK_PANCREAS_BETA_CELLS_VARIANCE	HALLMARK_PEROXISOME_KURTOSIS	HALLMARK_PEROXISOME_MEDIAN	HALLMARK_PEROXISOME_VARIANCE	HALLMARK_PI3K_AKT_MTOR_SIGNALING_KURTOSIS	HALLMARK_PI3K_AKT_MTOR_SIGNALING_MEDIAN	HALLMARK_PI3K_AKT_MTOR_SIGNALING_VARIANCE	HALLMARK_PROTEIN_SECRETION_KURTOSIS	HALLMARK_PROTEIN_SECRETION_MEDIAN	HALLMARK_PROTEIN_SECRETION_VARIANCE	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY_KURTOSIS	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY_MEDIAN	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY_VARIANCE	HALLMARK_SPERMATOGENESIS_KURTOSIS	HALLMARK_SPERMATOGENESIS_MEDIAN	HALLMARK_SPERMATOGENESIS_VARIANCE	HALLMARK_TGF_BETA_SIGNALING_KURTOSIS	HALLMARK_TGF_BETA_SIGNALING_MEDIAN	HALLMARK_TGF_BETA_SIGNALING_VARIANCE	HALLMARK_TNFA_SIGNALING_VIA_NFKB_KURTOSIS	HALLMARK_TNFA_SIGNALING_VIA_NFKB_MEDIAN	HALLMARK_TNFA_SIGNALING_VIA_NFKB_VARIANCE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE_KURTOSIS	HALLMARK_UNFOLDED_PROTEIN_RESPONSE_MEDIAN	HALLMARK_UNFOLDED_PROTEIN_RESPONSE_VARIANCE	HALLMARK_UV_RESPONSE_DN_KURTOSIS	HALLMARK_UV_RESPONSE_DN_MEDIAN	HALLMARK_UV_RESPONSE_DN_VARIANCE	HALLMARK_UV_RESPONSE_UP_KURTOSIS	HALLMARK_UV_RESPONSE_UP_MEDIAN	HALLMARK_UV_RESPONSE_UP_VARIANCE	HALLMARK_WNT_BETA_CATENIN_SIGNALING_KURTOSIS	HALLMARK_WNT_BETA_CATENIN_SIGNALING_MEDIAN	HALLMARK_WNT_BETA_CATENIN_SIGNALING_VARIANCE	HALLMARK_XENOBIOTIC_METABOLISM_KURTOSIS	HALLMARK_XENOBIOTIC_METABOLISM_MEDIAN	HALLMARK_XENOBIOTIC_METABOLISM_VARIANCE
A172_CENTRAL_NERVOUS_SYSTEM	non-sensitive	-1.33232473151991	2.0608705	6.51504773606594	0.641565245189505	-1.1945725	6.08243504259455	-0.796433103293165	2.3419945	6.40346682797264	-1.03035531087824	1.1566515	10.7012747845313	-1.1707213546067	1.28728	6.55458661022508	-1.28983273374736	0.2402785	7.20044061244609	-1.25092031562257	2.0500175	7.48494984843545	-1.58998842134575	1.265451	5.83797976797553	-1.24843157635988	3.1591235	6.70877383584348	-1.16303178556229	1.2282625	8.8061168609491	-1.27569950056785	1.168307	8.15485726273163	-1.3006283781659	2.723761	5.6402566287945	0.62452843824822	3.2437485	2.58845881647103	-0.946421542828813	3.1423975	7.82571814550331	-0.821075392688738	0.768844	5.75455000018536	-1.08520541238868	1.092157	5.91542155294878	-1.08173289399374	2.4330925	9.36768504479531	-0.137944900026652	3.1833805	4.65355698426289	-1.10855674089072	2.1311405	5.68647450858196	-0.836459461238968	1.9071125	4.27580480305901	-1.01469193163693	1.2229255	6.55053890460177	-0.643585404785009	1.9780905	7.20651491044765	-1.15299188656677	1.4717245	7.02236927732493	-0.862268824491559	-0.959277	5.80206344261449	-0.712656448173917	-0.7375305	6.10864794311385	0.0100692337709822	1.4276965	4.69981104016002	0.0998539427255687	0.5712825	5.66094543670017	0.0823290633902394	-1.003091	2.98306413706926	-0.971829842338626	-0.3116355	5.70346542253909	0.00711665285114238	2.2040055	3.11788133838774	-0.671731784283842	3.123235	4.77445205185607	-0.940324625456354	1.7238955	6.25149215147598	-0.333447654571624	0.6430865	3.34234399917855	-0.73783950399788	3.7125765	7.08108760435185	-0.354607852038333	2.008794	6.40632868612443	0.224745473570047	-1.4484425	4.20203903507806	-1.68616568069313	0.581767	8.13863347075396	-0.827543314000196	0.1034055	3.887537116029	-1.01945882886608	2.3597905	5.94503703552181	-1.55179261376325	2.878669	9.34111830109187	-0.813765718824085	0.391536	5.73704856856908	-0.332051680159696	3.104141	5.22577495551464	-1.24046676662811	1.6774145	6.36602641050946	-0.589971410188841	3.093233	5.23214089124768	-0.487258405868807	2.6666035	5.59372203983983	-1.39830968762166	1.2297605	5.88356831765997	1.08753288536076	0.4448045	7.21281045141792	-0.742166002159408	0.8579095	7.37582673136349
A204_SOFT_TISSUE	non-sensitive	-1.39830269712876	2.36583	7.29745714794766	1.01784768646662	-0.924825	5.39159140629577	-0.961245353725578	1.4522305	7.0207573412587	-1.06493710408507	-0.805953	9.52635887734651	-0.755954186264594	-0.473805	5.95207918572794	5.48301191225901	-1.2399155	3.56313985709597	-1.04365528895072	0.304024	6.11620719527879	-1.27603507935854	0.9467295	7.14950027008478	-0.784225324388127	2.3136285	5.56552851611302	-1.13621974821407	0.2210725	6.76737864824371	-1.10520695037484	0.325051	7.07008559143467	-0.456480412916629	3.0589605	5.08107738498144	-0.454014770654724	3.64193	2.55444645623414	-0.810151702300281	0.67332	8.60394579250526	-0.573420473787833	-0.149336999999999	6.38207136169574	-0.927396979157455	0.984042	6.60885022835666	-1.02391250761562	1.3226085	9.12714543117907	-0.333166283560776	3.1950765	6.27448647961435	-1.20873541166054	1.62561	6.12731701478203	0.435342824778387	-0.566746999999999	6.98555329875343	-0.841347107970608	1.360862	6.29891788345051	-0.549842535560139	1.306043	7.23870504907328	-0.908481081663808	0.761971	6.46440733341637	-0.801914623144544	-0.8552255	6.14140052658498	-0.0537783294954042	-1.035155	5.63836743720626	-1.11298607628204	1.877	6.87951386291258	-0.857115143760946	1.235991	7.0304690203214	3.26630591091434	-1.1664115	2.4703871360746	1.08576536209807	-1.153351	4.6379328394286	-1.10345495145369	1.641204	4.84447333344398	-0.850109455879818	2.351514	5.12491275170926	-0.387249202560054	0.194625500000001	6.02433877502871	-1.39367861212485	-0.101292	3.96834884979554	-0.741598788720078	3.716106	7.16031532606373	-0.581440913548859	1.321903	7.51385266926978	3.09003192133441	-1.669344	3.92150468716573	-1.25595880675586	0.9467295	7.76643389444655	0.723992031436533	0.392313	5.24251737754639	-1.31095048487455	1.858298	6.0546728949122	-1.4810086544402	3.103971	9.22763756685483	-1.15359256389287	-0.5536165	4.31303625326582	-0.912876851675132	1.617563	5.53016187009292	-0.902454868533327	0.894410000000001	5.89881446186261	-1.12379768136856	3.6405395	7.67522140619244	-0.74025330698786	0.682785	6.51636772394651	-1.01102244954626	1.3616455	4.40932319714198	-0.751387464975496	-0.0683169999999995	4.52098659106755	-0.532127991579578	0.1305055	6.75132792162223
A375_SKIN	sensitive	-0.800193518901028	2.290929	4.83660440403659	0.793349683192113	-1.04357	5.98460346736034	-0.740756671511473	2.1318435	6.08539622053628	-0.451827004935085	0.558509	7.26574201854515	-1.05104282078467	0.2635345	5.18193205274825	-0.749619740505282	0.5362005	5.8182517412319	-0.865701437200082	2.1204975	6.57742824647242	-1.28499164907546	0.6417325	5.3413214638386	-0.676070664101959	2.5072025	4.6944069210641	-1.01841234804755	0.7332575	7.99743307985338	-1.09615975174295	0.640826	7.60873898164502	-0.401537264274874	2.5976705	5.03081052004194	1.0472201176794	3.488472	2.14742122394625	-0.789982879224138	1.764414	7.03132096853311	-0.812510804863664	0.792831499999999	5.11564393538035	-0.994047900132404	1.66798	6.24823770743665	-0.745072772471776	1.984907	7.81385368731223	0.308317771009599	3.313195	3.9641121633855	-0.910576194985504	2.148544	5.80984502129957	-0.453250326675629	1.669286	3.27572118946916	-0.661157943225556	1.3913515	5.72171110805341	-0.715536399174866	1.995979	6.5373680038543	-1.14584692274405	1.844817	5.68914862174362	-0.656096375551599	-0.5456775	5.01241625628975	-0.0938738256209506	-0.576423	4.89773423088619	-0.540624176880806	1.422138	5.31956152158868	-0.37659594720411	0.475357	6.21577213826258	2.11994067496603	-0.906374	3.08291154316391	-0.345899239885912	-0.850189	6.0077719601881	-0.740089237313607	2.0859475	2.74612825382686	-0.431889186414615	2.6774715	4.47258603980465	-0.78492117907197	0.703969	5.38518668899906	-1.7205172826514	1.586899	2.57236425696035	-0.531950672831305	3.313565	4.66838325351003	-0.235252979593131	1.891699	5.49075362332818	-0.0580417593563314	-1.483333	3.12817957272731	-1.55023880319534	0.991294	6.62708122497066	-1.42747540886105	0.594584	4.17466758122665	-0.997983484204883	2.124547	5.90913451608926	-0.704072665985433	3.565972	7.73322635714159	0.819461370255457	0.688301	5.56313270462362	-0.182931378062603	2.5574465	4.5618238218347	-0.822438071436209	1.456728	4.90047293634463	-1.22399652533359	2.7496985	6.93230211403742	-0.262883025422687	1.557966	4.88790702002386	-0.853880625986799	1.321171	4.57886657006421	-0.665812194778809	0.889432999999999	4.76574843995698	-0.358403488197604	0.8826145	5.98356726400115
A549_LUNG	sensitive	-1.21075209147679	2.801319	6.31042103130911	-0.493016270676051	-0.824422999999999	5.64635314160946	-0.707099019522355	3.0290185	5.47586811175059	-0.90211291258941	1.363378	8.32782984641563	-0.371701041832939	0.666641	5.89426745841977	-0.535470572954152	0.1382495	3.49527984683609	-1.03261840816838	2.157591	6.74222527813981	-0.496911983532208	1.909089	6.36348951217354	-0.818453074379578	2.8592835	5.25679634742267	-0.844778524614154	1.0189295	7.55326790040977	-1.08147089702489	0.9851795	7.36580895370681	-1.13991297789774	3.2130525	5.45108150934921	-0.00931054660019148	3.209026	2.61719490809761	-1.03769288272489	1.859795	7.62539161764903	-0.941841741142453	1.7025035	5.94606757825207	-1.11886031573426	1.9148035	6.73266448698425	-1.06471010089428	2.0511665	8.95829501517017	-0.504932970399279	3.069819	4.78181183461007	-0.721307158917214	1.887167	5.92449049177625	-0.658833221581054	1.363378	4.0382524490847	-1.06953970151039	1.685392	6.51259934659899	-0.558176986046761	2.0920245	6.50445608324405	-1.02776209517131	1.5537485	6.03937021262332	-0.825223378668557	-0.1485555	5.52616650195219	-0.690095517366067	-0.540091	5.85569354396801	-0.229830294057757	0.381433	4.66108175295983	-0.454773626240663	0.381433	5.42277806059725	4.01108149289933	-1.0701065	3.98323748576545	-0.128465251957662	-0.562663	4.64233142151189	-0.465977875835003	2.503777	3.88501889541463	-0.436487232748454	3.0951495	5.51916720407528	-0.751474329404517	0.986324	5.31303281600907	-0.901291826383356	1.188139	3.01640050312107	-0.932089631035184	3.02459	6.85889918244315	-0.698884367570413	2.060358	7.16323645882737	-0.298027800209355	-1.276721	2.61025385899101	-1.02135930084948	2.2288715	8.06154550744135	-0.811761875214771	0.379357	5.89478829601253	-0.680469560261051	2.40953	5.83765408843372	-1.22083011339449	4.483886	10.6105384360941	-1.17342557937955	-0.2746755	5.00355206600005	-0.771042126159454	2.8804555	5.5765634183633	-1.12997205242965	2.457995	5.55192709791388	-1.19952521505333	3.1692195	5.57688245494916	-0.555003241807263	2.188842	5.80181496261631	-1.09095909553378	1.749243	5.95256484730528	-0.763557203917279	0.167324	7.09418108539926	-1.04373963665375	1.7214885	8.54502972188684
A673_BONE	sensitive	-1.11481384343065	1.689668	5.66810433501073	1.59229119037191	-1.141584	5.58230515434207	-0.621226589425178	2.003236	6.40748013290446	-0.309774824751573	-0.210389	6.77709619226613	-0.678104071819718	0.373862	5.77473894985619	-1.46578914455511	0.2812885	4.84266032827497	-0.551035965838416	0.971546	6.1099609377537	-0.959830132370448	1.102059	5.58384124345102	-0.855390713572385	2.875549	5.096504045128	0.0812036237160352	-0.269493	6.33173305955605	-0.634044566988796	0.202536	6.5656446167147	-1.10516217084428	1.957208	6.51064842111588	-0.373556511526656	3.581003	4.34205434920759	-0.704240338376927	0.46626	7.25948378114044	-0.466176363420214	0.5253345	5.90370466206957	-0.759111111627039	0.476372999999999	6.78991488557549	-1.12058204683207	1.790609	7.35025997698531	-0.632462261674111	3.2137335	4.67545765183815	-0.756329955495057	0.853235	5.51698374041834	-0.0461462672201822	0.908655	6.00282895812327	-0.698963450147958	0.9087215	6.71872287703906	0.020069052395288	0.9035965	5.86988919580392	-0.654038805213357	0.4371815	5.2779974001439	-0.518901982550577	-0.945061	2.93487657967236	1.29644393130709	-0.974759000000001	5.14813193744977	-0.244294567513743	0.864347	5.46534349871415	0.241987913924264	0.150999	5.65801564720866	1.00028130742953	-0.8192255	4.50286016196746	0.862093499385683	-0.893888	4.56155811952722	-0.847486354609286	1.8409405	3.93134586326409	-1.08691160881074	2.8388105	5.45898952465182	-0.664388674806089	0.4204655	3.93809016776709	-0.643279520982675	1.943609	4.52742742015674	-0.498843245798331	3.441431	6.23132670642885	-0.299480675064291	1.062004	4.79772425237653	-0.87432160600243	-0.986532	7.60470839126755	-1.33367776808063	0.1502905	7.63911280596958	-1.1426823634069	-0.256131	3.29413569523378	-0.804920122262428	2.317774	6.17547509915404	-1.06877313331714	2.382303	6.72359821714047	-1.14104612101066	-0.7095975	5.14014037579555	-0.665400026600539	1.260601	4.96269464128094	-0.0910512087763324	0.577345999999999	5.25602414889206	-1.22528362300367	2.658026	6.13471959553235	-0.106263229860092	1.137087	5.20705741060312	-0.841220817703998	0.8687325	6.02228383846159	-0.433539128212772	-0.831155	5.98666323673895	-0.534809485034105	0.618541999999999	6.57982378732043
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive	-1.20884682500617	-0.1603785	5.58998897806665	-1.09161383760365	0.7999025	7.61879577269214	-0.82584955618812	1.6206325	6.74797061532399	5.81332628549919	-1.2587235	3.36837980004031	0.604002386436855	-0.4590305	5.07351159097579	0.66934037679291	-0.764647	5.8073717414924	-1.21861745646498	0.489518	5.68134718758764	-1.07165672480697	0.2316305	6.14853012640858	-1.11512140345845	0.8087415	5.01075616583945	2.41120863789359	-0.9806665	3.45629558849147	-0.964800460505659	-0.247444	6.01999776924927	-1.6237803135059	2.3289475	11.4898032116636	0.509541683227769	4.7594395	5.53043465529883	2.04954607134633	-0.9840895	3.20521864019164	0.102882101097993	-0.5993225	6.24548497617815	0.147314953816382	-0.6371485	5.67553260367039	-0.866821345327804	-0.101217	7.2393256655736	-1.00283566783592	4.199133	7.48739152654767	0.0594223534881841	-0.6983065	5.9013762312206	-0.466484807015197	-0.4222855	7.67324788946861	-0.234323442377537	0.4052685	6.67925857992156	-0.396181754411924	-0.271216	5.82080670261636	-0.603664303814185	0.6267015	6.17239133765861	-0.616464833429939	-0.7476315	5.22523642890119	0.0516226793788763	-0.635585499999999	6.28726238826033	-0.950873436220464	2.4225295	7.20670113176411	-0.998904409148697	1.5108755	6.50954151695334	3.06484726541048	-0.9671295	2.21932893555653	0.87904010621283	-0.868600499999999	5.08236062391179	-1.48151286833375	1.6061455	5.41602250380773	-1.03804858382839	2.5619435	5.91570155584298	1.28967890259306	-0.7342155	2.21878070876035	-1.65176372768048	-0.2093115	5.20219652765527	-0.974189926784218	3.0203485	8.31386945247355	-0.245454176580338	-0.216091	6.09743425253557	2.15497906496265	-1.1927925	3.33475339878599	-1.27071886060456	0.0840805	7.03168552538486	-0.836683074975171	2.216949	5.73224588672356	-0.599225820222795	-0.6596515	5.43950133132623	-1.06068976421481	1.491881	7.30148535094335	0.341016142033547	-0.7918765	5.68011288506412	-0.935733061258319	0.455738	5.57177943861556	-0.131673500860277	0.0605665000000002	4.56273614830652	-1.41113589344341	1.734061	6.03961059624071	0.692973943683443	-0.4474175	4.8174044995945	-1.1089501197705	-0.4088495	6.30863467672102	-0.136615315522544	-0.5739935	8.64867291270612	-0.105963498855448	-0.6559585	5.0717932315874
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive	-1.47317406628467	1.6008525	6.16202660572048	-0.863273073564612	0.0989215000000003	7.88943619365359	-0.797741983408411	2.2818775	7.70990085860068	1.41511217488344	-1.2108635	5.48103895707578	-0.0601463267542979	-0.5261975	4.18848353940524	2.04194607064016	-0.736959	3.39450996077803	-1.06213687713513	0.486296	6.45745699067248	-1.32958763745078	1.603144	4.50309220521846	-1.20785449694456	1.6401785	7.41377253083743	0.496001885108785	-1.119192	4.34389196149782	-0.71015196320114	-0.0137800000000001	6.24380391311662	-1.24502721221257	2.56269	6.91602918038465	0.351195862788319	4.4419915	2.68181234992019	1.94550895541282	-1.0523615	4.94413927504689	-0.0868544540669607	0.310178	5.28977723713303	-1.05959459174901	0.5577115	6.39115210691078	-0.698945633486578	0.885523	7.73715558783719	-0.742677230729018	3.6491245	6.3550201793517	-0.329441901937556	1.1058835	6.35414157812322	0.462938329334295	-0.4790915	3.71905857692292	-0.716492785731872	2.5245545	6.08714530893486	-1.10711847559868	1.2390725	6.18431345062021	-0.349024913290418	1.332716	5.73338743601668	-0.452079964097469	-0.860315	4.80121882654481	0.758849085876887	-0.7894035	5.29348081209153	-0.576456605710925	0.2564235	7.32218459213389	-0.78621922192908	1.1834985	7.31483064576329	4.04265261007442	-1.0580155	3.21328925341559	0.0402239663108483	-0.8387685	4.96192033075949	-1.1981211534983	0.890699	3.76084966315089	-0.550055421316155	3.7478415	6.21229364119876	-0.197358962614197	-0.336998	3.6285536731129	-0.948463032055979	0.6514495	1.63910966314612	-0.893787452160179	3.1147635	6.99746553748609	-0.707606251572731	1.435696	6.84653370981377	0.834022323514927	-1.3351795	2.99182834244906	-1.28092494272565	1.825038	5.56576317263345	-1.45273026421786	1.3274315	6.23320143063025	-1.58271040226046	1.4850625	5.87771099305223	-0.955110851992952	3.236591	6.48984866160149	-0.399705049993876	-0.5396045	4.46154748051827	-1.30931332703856	0.620234	4.2704408494435	-0.41388306766505	0.4770515	5.50658438604644	-1.15116801253565	4.0335745	9.04494696719195	0.930023977118148	-0.2380855	4.67427013926826	-1.19642822952171	0.6261	6.81604124585928	0.563802607101102	0.5408205	7.71647079116541	-0.692681094243305	-0.6468915	5.20938567348886
AN3CA_ENDOMETRIUM	non-sensitive	-1.34016098002694	2.112945	6.74781412653261	4.05536405578817	-1.025854	4.19309536392061	-1.03200432216831	1.59312	6.3778056659281	-0.961484918024572	-0.953878	9.58224201713411	-0.453978670206423	-0.668782000000001	5.5362392854639	1.97299814103679	-1.059189	3.38780217065453	-0.465124247705615	0.771012499999999	5.40776096586241	-1.33789062004668	0.629759	6.2867957752021	-1.10887371290549	2.84262	6.31979390711753	-0.177339205271734	-0.2631645	6.38516580266865	0.0692413002146663	-0.293231500000001	6.25541221422876	-1.08907598523595	2.2981055	6.10730714948035	0.911367021336217	3.799984	2.69964044801866	-0.169962980253993	-0.449489000000001	8.22116394562752	-0.705790748304808	-0.105672500000001	4.57393802842459	-0.607946015563042	-0.172319500000001	6.44462975474048	-1.37324093842048	1.464772	10.227824615553	-0.80025481835408	3.622486	5.77778537429798	-1.12471959807328	1.430824	5.80743227020288	-0.331801249155605	-0.134618000000001	3.81850099982737	-0.883550510631054	0.753576	6.94115952036716	-0.459306110815209	1.1228205	5.31310548553119	-0.663863918216021	-0.0133930000000002	5.67654693946538	-0.160273239560744	-0.921840500000001	4.76291407600982	2.08411457943634	-1.023821	4.11914631045697	-0.0179480873897244	0.0785149999999994	4.85828329282725	-0.101470451344355	-0.09762	5.06646547743157	4.99131711915927	-0.910484500000001	2.41560527421453	2.05060938662215	-1.131655	4.74097307917629	-1.02035306045343	1.853807	4.00826751145916	-1.15575743874107	2.579684	5.59159457029611	-0.573104739904334	0.771012499999999	4.55535348242584	-1.27847876414826	0.707153	2.56679777958481	-0.724593928380956	3.901168	6.48506706671679	-0.377365918420461	1.2495555	5.11547451439601	2.67984212877132	-1.44704	2.65433333498346	-1.51136461682975	0.0587604999999995	7.85482186155035	-0.529665120459455	0.0490104999999999	3.08604177293541	-1.65794678811189	1.395988	6.66236838045589	-1.31539202996853	3.1685875	8.54982331663584	-0.433793213027387	-1.3213355	3.85743929597299	-0.370978962910348	1.5860105	7.17348922402021	-0.151824871146463	0.3038305	4.26562473069608	-0.993713481209361	3.7962365	6.66718081184026	-0.424470627722015	-0.304429000000001	6.00355537531592	-1.1567152391682	1.001107	5.889312779886	-1.04431870070567	0.449941	5.6681479672175	-0.683257460689796	0.8774495	7.80210440646104
